Date/Time,Tweets,Account
9:30 PM - 12 Oct 2016,"M16, M14, ilan sa mga baril na nakumpiska ng Cebu PNP sa mga suspek sa drug operations.",@dzbb
9:05 PM - 12 Oct 2016,"Sen Pacquiao ikinukuwento kung paano sila dinisiplina ni ""Mommy D."" | via @nimfaravelo",@dzbb
9:10 PM - 12 Oct 2016,"PDEA, tinatanong kaugnay ng natuklasang malaking shabu lab sa Arayat, Pampanga. Sinasabi nila na wala itong building permit. | via @gmanews",@dzbb
9:02 PM - 12 Oct 2016,NBI Dir Gierran tutol sa death penalty liban SA heinous crimes. | via @nimfaravelo,@dzbb
9:00 PM - 12 Oct 2016,"29 na ang mga dayuhan na nahuhuli sa drug trafficking mula noong Enero 2016, ayon kay PDEA Dir. Gen. Isidro Lapeña. | via @nimfaravelo",@dzbb
5:36 PM - 12 Oct 2016,"Manila Police District Bomb Squad, umaasang maibibigay na ang kanilang hazard duty pay. | via Carlo Mateo",@dzbb
4:57 PM - 12 Oct 2016,"JUST IN: DOH, nakatakdang magsumite ng EO kaugnay sa ""regulated use of firecrackers"" sa Palasyo sa susunod na linggo. — Sec. @Dok_Pau",@dzbb
3:55 PM - 12 Oct 2016,"5, arestado sa drug buy-bust operation sa Lucena City, Quezon kahapon. | via @Rodveg72",@dzbb
3:43 PM - 12 Oct 2016,"Ninja-cops' na nag-AWOL, pinaghahanap na ng PNP-Anti-Illegal Drugs Group. | via @mamutuesday",@dzbb
3:30 PM - 12 Oct 2016,"Mga pulis, manganganib sa ""Anti-extrajudicial killing Bill"" ni Sen. Leila de Lima, ayon kay Sen. @iampinglacson. | via @nimfaravelo",@dzbb
3:05 PM - 12 Oct 2016,"Humigit-kumulang 400 negosyante, nais sumabit sa biyahe ni Pang. Rodrigo Duterte sa Tsina. #SuperBalitaSaUmagaNationwide",@dzbb
3:05 PM - 12 Oct 2016,"Balikatan exercises sa pagitan ng mga tropang Pilipino at mga Amerikanong sundalo, tinuldukan na ni Duterte. #SuperBalitaSaUmagaNationwide",@dzbb
3:04 PM - 12 Oct 2016,"Pang. Rodrigo Duterte, nakakuha ng mataas na performance at trust rating sa survey ng @pulse_ph. #SuperBalitaSaUmagaNationwide",@dzbb
3:03 PM - 12 Oct 2016,"Mga Pilipino, tiyak na madidismaya sa dami ng brgy. captains at pulis na napabilang sa bagong 'narco-list.' #SuperBalitaSaUmagaNationwide",@dzbb
3:02 PM - 12 Oct 2016,"Imbitasyon sa mga kinatawan ng US at EU, inihahanda na ng Malacañang. #SuperBalitaSaUmagaNationwide",@dzbb
3:00 PM - 12 Oct 2016,"2 katao, patay habang mahigit 20 iba pa, sugatan sa pagsabog ng tindahan ng paputok sa Bocaue, Bulacan. #SuperBalitaSaUmagaNationwide",@dzbb
2:56 PM - 12 Oct 2016,"AFP, iginiit na nagpapatuloy ang kanilang pagpapatrolya sa 200 nautical-mile exclusive economic zone ng Pilipinas. | via @mamutuesday",@dzbb
2:53 PM - 12 Oct 2016,"Palasyo, itinanggi ang pahayag ni ex-Pres. FVR na kulang sa long-term strategic vision para sa bansa si Pang. Duterte. | via @Benjielite",@dzbb
2:46 PM - 12 Oct 2016,"FLASH: 6, sugatan sa banggaan ng tricycle at kotse sa Batasan Road sa Brgy. Batasan Hills, QC, ayon kay Emma Loristo, @MMDA Metro Base.",@dzbb
2:43 PM - 12 Oct 2016,"Bahagyang pagbaba ng ratings ni Pang. Duterte, dapat pa rin magsilbing ""wake-up call,"" ayon kay Sen. @iampinglacson. | via @nimfaravelo",@dzbb
2:41 PM - 12 Oct 2016,"Daloy ng trapiko, lumuwag na kahit paano dahil sa ipinatutupad na ""no window hours policy,"" ayon sa @MMDA. | via @glenjuego",@dzbb
2:32 PM - 12 Oct 2016,"FLASH: Isang guwardiya, sugatan matapos pumailalim ang minamaneho niyang motorsiklo sa isang van sa EDSA-Boni Avenue. | via @Rodveg72",@dzbb
1:30 PM - 12 Oct 2016,"JUST IN: Lalaking sumuko na sa 'Oplan Tokhang,' patay matapos umanong manlaban sa buy-bust op sa Pandacan, Maynila. | via @_jamesJA",@dzbb
1:24 PM - 12 Oct 2016,"Trust at approval ratings ni Pang. Rodrigo Duterte, pumalo sa 86%, batay sa ulat ng @pulse_ph. #DobolBBalitangBalita",@dzbb
1:24 PM - 12 Oct 2016,"Pang. Rodrigo Duterte, bibiyahe sa China sa susunod na linggo. #DobolBBalitangBalita",@dzbb
1:22 PM - 12 Oct 2016,"2, patay habang 24 ang sugatan sa pagsabog ng tindahan ng paputok sa Bocaue, Bulacan. #DobolBBalitangBalita",@dzbb
7:05 AM - 13 Oct 2016,"Kapamilya shows, humakot ng parangal sa 38th CMMA",@ABSCBNNews
11:06 AM - 12 Oct 2016,VIDEO: Wala pang malinaw na lead ang pulis sa mga bumaril kay John Wayne Sace at kasama niyang nasawi http://bit.ly/2dwDNW1 ,@saksi
10:31 AM - 12 Oct 2016,"VIDEO: Bullet train, planong itayo sa pagitan ng Subic at Clark http://bit.ly/2dwApu4 ",@saksi
10:31 AM - 12 Oct 2016,"VIDEO: Mga lumabag sa dry-run ng 'no window hours' ng number coding, sinita lang muna http://bit.ly/2dwzXvP ",@saksi
9:56 AM - 12 Oct 2016,"VIDEO: 2 patay, 24 sugatan sa sunog at pagsabog sa magkakatabing tindahan ng paputok sa Bocaue http://bit.ly/2dwx4ez ",@saksi
7:38 AM - 12 Oct 2016,"Ngayong nasa provincial jail na, dinala si Mark Anthony Fernandez sa selda kung saan apat lang silang preso.",@saksi
7:28 AM - 12 Oct 2016,Hindi pa pala agad mapapaandar ang mga darating na bagon ng MRT sa Enero dahil sa kakulangan ng power supply. Saksi si @AthenaImperial_.,@saksi
7:25 AM - 12 Oct 2016,Simula sa October 17 ay titiketan na ang mga mahuhuling lalabag sa no window hour policy.,@saksi
7:23 AM - 12 Oct 2016,"Ilang mga pagsabog pa rin ang naririnig sa pinangyarihan ng sunog sa Bocaue, Bulacan.",@saksi
:22 AM - 12 Oct 2016,Dati nang sinabi ni Pangulong Duterte na pabor siya sa nationwide ban sa mga paputok.,@saksi
7:21 AM - 12 Oct 2016,"Pinulong ng alkalde ng Bocaue, Bulacan ang 40 may-ari ng tindahan at pagawaan ng mga paputok.",@saksi
7:20 AM - 12 Oct 2016,"Posibleng sobrang imbak ng paputok para sa kapaskuhan, ang mitsa ng nangyaring pagsabog sa Bocaue, Bulacan. Saksi live si @_iancruz.",@saksi
7:19 AM - 12 Oct 2016,"Dinala sa magkakahiwalay na ospital ang mga nasugatan sa sunog at pagsabog sa magkakatabing tindahan ng paputok sa Bocaue, Bulacan.",@saksi
7:16 AM - 12 Oct 2016,"Kanina, mistulang warzone ang lugar dahil sa sunog at pagsabog sa magkakatabing tindahan ng paputok sa Bocaue, Bulacan.",@saksi
7:44 AM - 11 Oct 2016,Mahigit dalawang milyong unit ng Galaxy Note 7 ang ni-recall na sa merkado,@saksi
7:44 AM - 11 Oct 2016,Tuluyang itinigil ng kumpanyang Samsung ang paggawa nito ng Galaxy Note 7 sa gitna ng mga reklamong biglang nagliliyab ang unit.,@saksi
7:36 AM - 11 Oct 2016,"Sa tala ng Provincial Health Office simula Enero hanggang nitong Setyembre, 50 naman ang nasawi dahil sa dengue.",@saksi
7:35 AM - 11 Oct 2016,"Sa tala ng Provincial Health Office simula Enero hanggang nitong Setyembre, mahigit 5,000 na ang mga kaso ng dengue.",@saksi
7:35 AM - 11 Oct 2016,Idineklara ang dengue outbreak sa buong Cebu dahil sa patuloy na pagtaas ng bilang ng mga kaso ng tinatamaan ng dengue sa probinsya.,@saksi
7:35 AM - 11 Oct 2016,"Pahirapan ang pagapula sa sunog sa Brgy. Putatan, Muntinlupa na nataong may water interruption sa lugar.",@saksi
7:35 AM - 11 Oct 2016,Natupok ang isang commercial establishment pati isang grocery store kung saan hanggang ₱50 milyon raw ang halaga ng mga napinsala.,@saksi
7:27 AM - 11 Oct 2016,"Hindi muna titiketan ang mga lalabag bagamat sisitahin pero simula sa Lunes, October 17, pagmumultahin na ng ₱300 ang mga lalabag.",@saksi
7:27 AM - 11 Oct 2016,"Mula alas-7 ng umaga hanggang alas-7 ng gabi, bawal dumaan ang mga ""coding"" na sasakyan sa bahagi ng EDSA mula Monumento hanggang Taft.",@saksi
7:27 AM - 11 Oct 2016,"Bukas na pa-praktisin ang ""no window hours"" ng number coding scheme sa ilang kalsada sa Metro Manila.",@saksi
7:26 AM - 11 Oct 2016,Pai-igtingin din ng executive order ang pagbabawal ng pagbebenta ng sigarilyo ng mga street vendor. Sakop din ng EO ang e-cigarettes.,@saksi
7:26 AM - 11 Oct 2016,"Ang smoking area, nasa labas dapat ng establisyimento at 100 metro ang layo mula sa daanan ng publiko.",@saksi
7:26 AM - 11 Oct 2016,"Ayon sa DOH, ipagbabawal ang paninigarilyo sa lahat ng mga pampublikong lugar at sa loob ng mga gusali pati sa mga casino at club.",@saksi
7:26 AM - 11 Oct 2016,Inaasahang magkakaroon na ng nationwide smoking ban ngayong buwan kapag nailabas na ang executive order tungkol dito.,@saksi
7:18 AM - 11 Oct 2016,Sugatan sa pamamaril ang dating teen star na si John Wayne Sace na sumuko na sa Oplan Tokhang nito lamang Setyembre.,@saksi
7:16 AM - 11 Oct 2016,"Sa gitna ng mga pag-ulan sa iba't ibang bahagi ng Metro Manila, isang kainan ang nasunog sa Quezon City.",@saksi
10:31 AM - 10 Oct 2016,"VIDEO: Pamilya ng napatay na OFW at 4 na pulis na nadadawit, nagkaharap sa NBI http://bit.ly/2drbpEB ",@saksi
7:44 AM - 10 Oct 2016,Pwede na mag-pre-order ng robot na kayang magtiklop ng mga damit simula March 2017.,@saksi
7:44 AM - 10 Oct 2016,May robot na kapakipakinabang dahil kaya nitong magtiklop ng mga damit sa Japan,@saksi
5:59 AM - 13 Oct 2016,"Pumanaw na sa edad na 88 ang hari ng Thailand na si King Bhumibol Abdulyadej, ito ang kinumpirma ng palasyo ng Thailand sa isang pahayag.",@stateofdnation
6:00 AM - 13 Oct 2016,Si King Bhumibol ang may hawak ng record na pinakamatagal na naging hari sa kasaysayan ng mundo.,@stateofdnation
5:50 AM - 13 Oct 2016,Isang hinihinalang drug pusher sa Maynila ang napatay matapos umanong manlaban sa mga pulis.,@stateofdnation
5:41 AM - 13 Oct 2016,"Mula sa 45 percent noong June, bumaba sa 42 percent ang nagsabing mahirap sila.",@stateofdnation
5:41 AM - 13 Oct 2016,"Bumaba ang bilang ng mga pamilyang Pilipinong nagsabing mahirap sila, batay sa survey ng SWS na inilathala sa BusinessWorld.",@stateofdnation
5:39 AM - 13 Oct 2016,"Prayoridad daw ng administrasyong Duterte ang regional development at infra projects, ayon sa NEDA.",@stateofdnation
5:36 AM - 13 Oct 2016,"Sa gitna ng napipintong pagtaas ng federal interest rate ng Amerika, mababa ngayon ang halaga ng piso kontra dolyar.",@stateofdnation
5:24 AM - 13 Oct 2016,"May 28 operasyon na may sapat na basehan para masabing may paglabag sa police procedure, ayon sa PNP-IAS.",@stateofdnation
5:22 AM - 13 Oct 2016,"Sa pagpapatuloy ng Senate hearing sa umano'y sa extra judicial killings sa bansa, nagisa ang Internal Affairs Service ng PNP.",@stateofdnation
8:12 AM - 12 Oct 2016,"Duterte mask, patok para sa nalalapit Halloween http://bit.ly/2dwhm3d ",@stateofdnation
8:11 AM - 12 Oct 2016,"Grupong Piston, nag-noise barrage laban sa malakihang oil price hike http://bit.ly/2dwirrI ",@stateofdnation
8:11 AM - 12 Oct 2016,"Ilang Kapuso shows, kinilala sa U.S. International Film and Video Festival 2016 http://bit.ly/2dwip34 ",@stateofdnation
8:11 AM - 12 Oct 2016,"Itinatayong drug rehabilitation center sa Nueva Ecija, posibleng mabuksan sa Nobyembre http://bit.ly/2dwi0hd ",@stateofdnation
8:11 AM - 12 Oct 2016,"Anti-extrajudicial killing billl, isinusulong ni Sen. Leila de Lima http://bit.ly/2dwiP9x ",@stateofdnation
11:52 PM - 11 Oct 2016,"Sen. de Lima, kakasuhan ang mga naninira umano sa kanya, kabilang si Pres. Duterte bit.ly/2dtBUcz",@stateofdnation
8:59 AM - 13 Oct 2016,"Mark Anthony Fernandez, inilipat na sa Pampanga Provincial Jail bit.ly/2dUOrcs",@stateofdnation
8:59 AM - 13 Oct 2016,"Porsyento ng mga Pilipinong nagsasabing mahirap sila, nabawasan ayon sa SWS survey http://bit.ly/2dzesuC ",@stateofdnation
8:58 AM - 13 Oct 2016,"FVR, hindi na raw sasama sa pagbisita ni Pres. Duterte sa China http://bit.ly/2e0FfDx ",@stateofdnation
8:58 AM - 13 Oct 2016,"Presidential task force, binuo para tutukan ang media killings http://bit.ly/2e0IF92 ",@stateofdnation
8:58 AM - 13 Oct 2016,"Baseco sa Tondo, pinaka-apektado ng droga sa Maynila http://bit.ly/2e0IGtC ",@stateofdnation
8:58 AM - 13 Oct 2016,"Pres. Duterte, nangako sa mga negosyante na mas padadaliin niya ang pagnenegosyo sa bansa http://bit.ly/2e0FxdD ",@stateofdnation
8:58 AM - 13 Oct 2016,"Mga tindahan ng paputok sa Bocaue, ipinasara muna kasunod ng sunog kahapon http://bit.ly/2e0FGxK ",@stateofdnation
8:58 AM - 13 Oct 2016,"Mga nagsampa ng bagong reklamo laban kay Sen. De Lima, may galit umano sa kanya, ayon sa senadora http://bit.ly/2e0GOBs ",@stateofdnation
8:58 AM - 13 Oct 2016,"35 inmates at 4 na jail guards, sugatan sa kaguluhan sa Manila City Jail http://bit.ly/2e0EB8W ",@stateofdnation
8:27 AM - 11 Oct 2016,"Executive order sa nationwide smoking ban, nakatakdang ilabas ngayong buwan http://bit.ly/2dUODIE ",@stateofdnation
3:24 AM - 23 March 2016,#EarthquakePH Information No. 1 23 Mar 2016 - 02:59 PM Location: Marihatag (Surigao Del Sur) Magnitude: 3.1,
9:39 PM - 22 March 2016,#EarthquakePH Information No.1 22Mar-09:16PM Location:San Julian (Eastern Samar) Magnitude: 2.6 |via @phivolcs_dost,
12:32 PM - 5 March 2016,#EarthquakePH Information No. 1 Date and Time: 05 Mar 2016 - 11:58 AM Magnitude: 2.4 Location: Calatagan (Batangas),
9:28 PM - 6 June 2016,#EarthquakePH #EarthquakeDavaoOccidental Earthquake Information No. 1 Date and Time: 06 June 2016 - 09:10 PM Magnitude = 3.5,
5:05 AM - 23 May 2016,#EarthquakePH #EarthquakePangasinan Earthquake Information No. 1 Date and Time: 23 May 2016 - 04:39 AM Magnitude:2.8,
2:34 AM - 18 April 2016,#EarthquakePH #EarthquakeSurigaoDelSur Earthquake Information No. 1 Date and Time: 18 Apr 2016 - 02:21 AM Magnitude = 3.5,
8:48 PM - 17 April 2016,#EarthquakePH #EarthquakeTarlac Earthquake Information No. 1 Date and Time: 17 Apr 2016 - 08:24 PM Magnitude :2.1,
2:24 AM - 30 March 2016,#EarthquakePH #EarthquakeCagayan Earthquake Information No. 1 Date and Time: 30 Mar 2016 - 02:07 AM Magnitude = Magnitude = 2.3,
8:05 PM - 16 March 2016,#EarthquakePH Information No. 1 16Mar-07:39pm Magnitude: 3.4 Location: San Esteban (Ilocos Sur) | via @phivolcs_dost,
2:14 PM - 13 March 2016,#EarthquakePH Information No. 1 13Mar-01:51PM Magnitude:4.7 Location: Paracle (Camarines Norte) | via @phivolcs_dost,
8:12 PM - 7 March 2016,#EarthquakePH #EarthquakeNueva Vizcaya Earthquake Information No. 1 Date and Time: 07 Mar 2016 - 07:45 PM..,
3:24 PM - 6 March 2016,#EarthquakePH Information No. 1 Magnitude: 2.2 Location: Mamburao (Occidental Mindoro) | via @phivolcs_dost,
12:32 PM - 3 March 2016,#EarthquakePH Information No. 1 Date and Time: 05 Mar 2016 - 11:58 AM Magnitude: 2.4 Location: Calatagan (Batangas),
8:27 AM - 2 March 2016,#EarthquakePH Info No. 1 02Mar2016-08:03AM Location: Burgos (Surigao Del Norte) Magnitude: 3.8 | via @phivolcs_dost,
4:42 AM - 7 March 2016,#EarthquakePH #EarthquakeDavaoOccidental Earthquake Information No. 1 Date and Time: 07 June 2016 - 08:23 PM Magnitude = 3.8,
7:25 AM - 2 March 2016,#EarthquakePH Information No. 1 Magnitude = 2.6 Location: Anda (Bohol) | via @phivolcs_dost,
12:12 AM - 2 March 2016,#EarthquakePH Information No. 1 Date and Time: 01 Mar 2016 - 11:45 PM Magnitude: Ms 3.1 Location: Calayan (Cagayan),
10:24 PM - 12 March 2016,#EarthquakePH Information No. 2 Location: Calatagan (Batangas) Depth: 091 Magnitude: Ms 4.4 | via @phivolcs_dost,
5:59 AM - 6 June 2016,#EarthquakePH #EarthquakeSultanKudarat Earthquake Information No. 1 Date and Time: 06 June 2016 - 09:45 PM Magnitude = 2.5,
5:28 AM - 6 June 2016,#EarthquakePH #EarthquakeDavaoOccidental Earthquake Information No. 1 Date and Time: 06 June 2016 - 09:10 PM Magnitude = 3.5 ,
6:37 PM - 6 June 2016,#EarthquakePH #EarthquakeIlocosSur Earthquake Information No. 1 Date and Time: 06 June 2016 - 09:56 AM Magnitude = 2.5,
5:29 PM - 5 June 2016,#EarthquakePH #EarthquakeEasternSamar Earthquake Information No. 1 Date and Time: 06 June 2016 - 09:03 AM Magnitude: 4.1,
1:48 PM - 5 June 2016,#EarthquakePH #EarthquakeNegrosOccidental Earthquake Information No. 1 Date and Time: 06 June 2016 - 05:17 AM Magnitude: 1.5,
11:10 AM - 6 June 2016,#EarthquakePH #EarthquakeMountainProvince Earthquake Information No. 1 Date and Time: 06 June 2016 - 02:41 AM Magnitude: 3.3,
9:38 AM - 6 June 2016,#EarthquakePH #EarthquakeDavaoOriental Earthquake Information No. 1 Date and Time: 06 June 2016 - 01:13 AM Magnitude = 3.1,
11:07 AM - 5 June 2016,#EarthquakePH #EarthquakeBataan Earthquake Information No. 1 Date and Time: 05 June 2016 - 02:29 AM Magnitude = 2.4,
5:38 AM - 4 June 2016,#EarthquakePH #EarthquakeSurigaoDelNorte Earthquake Information No. 1 Date and Time: 04 June 2016 - 09:12 PM Magnitude = 3.2,
1:27 AM - 4 June 2016,#EarthquakePH #EarthquakeBohol Earthquake Information No. 1 Date and Time: 04 June 2016 - 05:07 PM Magnitude = 2.0,
1:09 AM - 4 June 2016,#EarthquakePH #EarthquakeSurigaodelNorte Earthquake Information No. 1 Date and Time: 04 June 2016 - 05:53 PM Magnitude = 3.6,
12:34 AM - 4 June 2016,#EarthquakePH #EarthquakeSurigaodelNorte Earthquake Information No. 1 Date and Time: 04 June 2016 - 04:20 PM Magnitude = 3.1,
7:13 AM - 13 December 2014,"#RadyoPatrol Halaga ng pinsalang idinulot ni #RubyPH, umabot na sa P3.3 bilyon",
8:33 PM - 3 June 2016,#EarthquakePH #EarthquakeOccidentalMindoro Earthquake Information No. 1 Date and Time: 04 June 2016 - 12:09 PM Magnitude= 2.1,
4:14 PM - 3 June 2016,#EarthquakePH #EarthquakeOccidentalMindoro Earthquake Information No. 1 Date and Time: 04 June 2016 - 8:03 AM Magnitude = 2.8,
12:14 PM - 3 June 2016,#EarthquakePH #EarthquakeOccidentalMindoro Earthquake Information No. 1 Date and Time: 04 June 2016 - 3:50 AM Magnitude = 2.4,
3:47 AM - 10 January 2016,"#Mindanao, #Binaha #Dahil sa #Bagyong '#Onyok'",
12:13 AM - 3 June 2016,#EarthquakePH #EarthquakeSurigaoDelSur Earthquake Information No. 1 Date and Time: 04 June 2016 - 3:49 AM Magnitude = 2.4,
9:59 AM - 3 June 2016,#EarthquakePH #EarthquakeNorthernSamar Earthquake Information No. 2 Date and Time: 04 June 2016 - 1:13 AM Magnitude = 4.1,
9:58AM - 3 June 2016,#EarthquakePH #EarthquakeNorthernSamar Earthquake Information No. 1 Date and Time: 04 June 2016 - 1:13 AM Magnitude = 3.8,
9:33 AM - 3 June 2016,#EarthquakePH #EarthquakeAgusanDelNorte #iFelt_AgusanDelNorte Earthquake Information No. 2 Date and Time: 02 June Magnitude = 4.2,
5:18 AM - 3 June 2016,#EarthquakePH #EarthquakeOccidentalMindoro Earthquake Information No. 1 Date and Time: 03 June 2016 - 8:56 PM Magnitude = 2.4,
4:51 AM - 3 June 2016,#EarthquakePH #EarthquakeBatanes Earthquake Information No. 2 Date and Time: 03 June 2016 - 7:50 PM Magnitude = 5.1,
9:41 PM - 11 August 2016,".@dost_pagasa: Yellow rainfall warning, nakataas sa Metro Manila, Pampanga, Bulacan, Cavite, at Rizal.",
9:41 PM - 11 August 2016,".@dost_pagasa: (As of 1PM) Orange rainfall warning, nakataas sa Bataan at Zambales.",
6:11 PM - 11 August 2016,".@dost_pagasa: (As of 10AM) Thunderstorm, maaaring mamuo sa Northern Mindanao at Davao Region sa loob ng 12 oras.",
6:11 PM - 11 August 2016,".@dost_pagasa: (As of 10AM) Thunderstorm, maaaring mamuo sa Metro Cebu sa loob ng 12 oras.",
11:12 PM - 11 August 2016,"#EarthquakePH | 23 min.ago #earthquake 5.0 has hit Leyte (Eastern Visayas), Philippines, 10.0km, 10:05 PM",
3:20 AM - 1 August 2016,#IMReady: Lumabas na ng PAR kaninang umaga ang bagyong #CarinaPH.,
7:34 PM - 31 July 2016,"11AM: Nasa 330km NW ng Laoag, Ilocos Norte ang #CarinaPH. Nasa labas na po 'yan ng PAR - @dost_pagasa",
1:39 PM - 31 July 2016,"PAGASA (5 AM): Tropical Cyclone Warning Signal 1: Benguet, Ifugao, La Union and Pangasinan.",
1:42 PM - 31 July 2016,"Tropical Cyclone Warning Signal no. 2: Ilocos Norte, Apayao, Abra, & Northern part of Cagayan including Babuyan Group of Islands #CarinaPH",
1:43 PM - 31 July 2016,"Tropical Cyclone Warning Signal no. 1: Ilocos Sur, Batanes Group of Islands, Rest of Cagayan, Isabela, Kalinga... #CarinaPH",
1:37 PM - 31 July 2016,"(1/2) #CarinaPH signal no. 1: Ilocos Sur, Batanes Group of Islands, Rest of Cagayan, Isabela, Kalinga | via @dost_pagasa",
1:36 PM - 31 July 2016,"#CarinaPH signal no. 2: Ilocos Norte, Apayao. Abra and Northern part of Cagayan including Babuyan Group of Islands | via @dost_pagasa",
7:26 AM - 31 July 2016,Taglay ng bagyong #CarinaPH ang lakas ng hanging aabot sa 100 kph malapit sa gitna at pagbugsong aabot sa 130 kph.,
7:26 AM - 31 July 2016,"As of 10 PM: Namataan ang sentro ng bagyo sa layong 85 km, kanluran hilagang-kanluran ng Aparri, Cagayan.",
7:14 AM - 31 July 2016,"TCWS #1 : Batanes Group of Island, La Union, Pangasinan, Benguet, Ifugao, Mt. Province, Nueva Vizcaya, and Isabela #CarinaPH",
11:24 PM - 24 March 2016,#EarthquakePH Information No. 1 23 Mar 2016 - 02:59 PM Location: Marihatag (Surigao Del Sur) Magnitude: 3.1,
5:39 AM - 22 March 2016,#EarthquakePH Information No.1 22Mar-09:16PM Location:San Julian (Eastern Samar) Magnitude: 2.6 |via @phivolcs_dost,
4:05 AM - 16 March 2016,#EarthquakePH Information No. 1 16Mar-07:39pm Magnitude: 3.4 Location: San Esteban (Ilocos Sur) | via @phivolcs_dost,
9:14 M - 12 March 2016,#EarthquakePH Information No. 1 13Mar-01:51PM Magnitude:4.7 Location: Paracle (Camarines Norte) | via @phivolcs_dost,
10:24 PM 5 August 2016,#EarthquakePH Information No. 1 Magnitude: 2.2 Location: Mamburao (Occidental Mindoro) | via @phivolcs_dost,
8:19 PM 14 August 2016,"5 tao, nasawi sa mga pagbaha bunsod ng hagupit ng Habagat sa malaking bahagi ng Luzon. #SuperBalitaSaTanghaliNationwide",
7:35 PM 14 August 2016,"FLASH: Magnitude 4.0 na lindol, tumama sa Burdeos, Quezon kaninang 10:50 a.m., ayon kay Dr. Renato Solidum, Jr.",
6:39 PM 14 August 2016,"JUST IN: Yellow rainfall warning, nakataas sa Zambales at Bataan, ayon sa @dost_pagasa.",
6:09 PM 14 August 2016,"LIST: Klase sa mga paaralan sa Metro Manila atbp. mga lalawigan, #WalangPasok dahil sa Habagat (as of 10:00 am)",
1:13 AM 13 August 2016,"PAGASA: Within 5 days, maulan pa rin po dahil sa habagat. Walang tigil. Matagal-tagal pa tayong magtitiis.",
5:45 AM 5 August 2016,"Habagat na magpapaulan ngayong weekend, palalakasin ng 2 sirkulasyon",
8:00 PM 2 August 2016,"#IMReady: Mga Kapuso, unti-unting lumalayo sa bansa ang habagat. Naaapektuhan na lamang nito ang kanlurang bahagi ng Luzon, ayon sa PAGASA.",
6:38 PM 2 August 2016,GMA Weather: Habagat ang umiiral ngayon sa western section ng #Luzon at #Visayas.,
6:54 PM 1 August 2016,"Sa ngayon, walang bagyo sa PAR. Pero ang bagyong Nida (int'l name) na nasa may China, pinalalakas pa rin ng habagat.",
5:39 PM 1 August 2016,#IMReady: Malakas ang Habagat ngayon na magpapaulan sa buong Luzon at Western Visayas. Epekto pa rin iyan ng nagdaang Bagyong #CarinaPH.,
9:21 PM 13 August 2016,Lima na ang nasawi habang nasa 70K katao na ang inilikas sa Visayas dahil sa matinding pag-ulang dulot ng habagat.,
1:53 PM 14 August 2016,"5 tao patay, mahigit 70,000 inilikas dahil sa Habagat - DZIQ Radyo Inquirer 990AM",
8:09 AM 13 August 2016,#RadyoPatrol 413 pamilya inilikas sa Valenzuela,
8:16 AM 13 August 2016,"Malonzo: Sa unang landslide, naapektuhan ang 4 bahay at 23 katao.",
8:17 AM 13 August 2016,"Malonzo: Apektado ang 2 bahay sa pangalawang landslide sa San Mateo, Rizal. Walang naiulat na nasaktan.",
8:06 AM 13 August 2016,#RadyoPatrol La Mesa Dam posibleng umapaw na kapag di pa tumigil ang ulan,
6:01 AM 13 August 2016,"80 pamilya, inilikas sa San Mateo, Rizal https://shar.es/1ZREsZ  | @chonayu1",
2:18 AM 13 August 2016,#TVPatrol Inilikas ang mga residenteng nakatira malapit sa Tullahan River.,
1:46 AM 13 August 2016,"Bilang ng mga residenteng inilikas sa Marikina dahil sa tumataas na lebel ng tubig sa Marikina River, nasa 6,738 | via @dzbbsamnielsen @dzbb",
7:23 AM - 27 Jun 2016,Nakalabas na sa PAR ang LPA na dating Bagyong #AmboPH kaninang 2:30 PM.,
3:21 AM - 27 Jun 2016,Nasa labas na ng Philippine Area of Responsibility ang Low Pressure Area na dating Bagyong #AmboPH.,
8:05 PM - 26 Jun 2016,"Bagyong #AmboPH, isa na lang ngayong low pressure area matapos mag-landfall sa Aurora kaninang umaga. #SuperBalitaSaTanghaliNationwide",
7:27 PM - 26 Jun 2016,"Nasa may West PHL Sea na ang LPA na dating bagyong #AmboPH, ayon sa @dost_pagasa. Nasa loob pa 'yan ng PAR.",
1:34 PM - 26 Jun 2016,"Low pressure area na dating bagyong #AmboPH, huling namataan kaninang 4 a.m. sa layong 66 km kanluran ng Laoag City. — Rene Paciente, PAGASA",
10:40 AM - 26 Jun 2016,Wala nang lugar sa bansa ang nasa ilalim ng Tropical Cyclone Warning Signal. | via @dost_pagasa #AmboPH,
7:58 AM - 26 Jun 2016,"Posibleng magdulot ang #AmboPH ng malalakas na ulan sa Northern at Central #Luzon, #Rizal at #Quezon.",
7:55 AM - 26 Jun 2016,"Signal#1: #Aurora, Northern #Quezon, #Polillo is., #Quirino, #NuevaVizcaya, #NuevaEcija, Southern #Isabela, Ifugao - @dost_pagasa #AmboPH",
7:11 AM - 26 Jun 2016,#AmboPH PAGASA (11 PM): Signal No.1— N. Quezon including Polillo Islands Aurora Quirino Nueva Ecija Nueva Vizcaya Southern Isabela Ifugao,
1:06 AM - 8 Jul 2016,"As of 3PM, lumabas na sa Philippine Area of Responsibility ang #BagyongButchoy. | via @dost_pagasa",
1:53 AM - 10 Jul 2016,"Isa ang nasawi at isa ang nawawala matapos ang pagtigil ng Bagyong #ButchoyPH sa PAR, batay sa tala ng NDRRMC.",
